input,label
"  == KASH JAFFREY ==  ADD KASH JAFFREY, DO YOU HAVE BIAS AGAINST CANADIANS?",0
"  == FUCK YOU THUE ==  YOU BRAIN DEAD FUCK, YOU CAN'T BLOCK ME. THANKS TO PROXY SERVERS AND ANON BROWSING I CAN COME TO WIKI ZILLION TIMES SO IF SCUM LIKE YOU THINK THAT YOU CAN BLOCK ME THEN YOU ARE IN FOR BIG SURPRISE YOU FAGGOT. I AM GIVING YOU LAST CHANCE IN CIVILIZED WAY TO STOP VANDALIZING KASH JAFFREY. DON'T FUCK WITH CANADIAN CONTENT, ITS TO ADVANCE FOR YOUR EMPTY BRAIN TO CONCIEVE. AND LASTLY IF YOU WANT TO LEAVE MESSAGE THEN WRITE (DON'T USE PREDEFINE ONE LINERS.) SEE YA ASSHOLE  JOEY",1
"`  *********************************  Josif Stalin IS one of the three worst criminals in the history of mankind, the other two being Hitler and Mao. Mao killed 38 million human beings, Stalin at least 25 million and Hitler at least 20 million. The figures are there on the CIA website. It is unacceptable to show Stalin and Mao as politicians on Wikipedia website when Hitler is depicted as a monster. All of them were equally monsters and the personal cult communism was no differenct from nazism in essence.  You need to be aware that most former eastern bloc countries banned the use and display of the five-pointed red star and the hammer and sickle symbols of communism alongside the swastika and some local fascist sysmbols, because they know from personal experience that the horrors of stalinism were no less than that of nazism. The hungarian law banning all these is the XLV. (45th) law of 1993, titled ``Az önkényuralmi jelképek használatát tiltó törvény`` and it has been upheld in constitutional court.  If you fail to mention the very criminality of Stalin and Mao in the very header of their wiki articles, then you are looking for an edit war, period. We, the people of ex-soviet bloc countries are personally insulted when anglo-saxons pet ``Uncle Joe`` as the kind old leader. Be glad he did not rule you (you may not have been born then with 10% probability because your father would get executed or die in the Gulags beforehand, no kidding). Acknowledge our sufferings by stating the truth: Stalin was one of the three worst criminals in the history of mankind, period.  Regards: Tamas Feher from Hungary (etomcat@freemail.hu)`",0
"`  :: Hey, the only persons ``suffering`` were those who read that bullshit, Wikipedia opening itself up to a Copyright infringement suit, and the credibility of those who are facilitating both.  The length of the protections will not influence my decision to revert the article back to a previous version that does not contain plagiarism.  `",0
  ::It's a done deal:  —  ,0
"  Your comments are strange, arrogant and not related to my revert. What I removed was large swats of political, unreferenced statements. The onus is upon the original writer to provide references for his or her claims. Until that is done, disputed claims will be gone.  ",0
"  ::: Hey Bobby, get a clue, I dont deal with tards or liars.  ",1
"  Weight sounds fishy  >Mk-54 weighed 68 kilograms  Sixty-eight kilograms is the weight of an average non-obese adult male person. That means 68 kilograms is definitely not man-portable, not even by two soldiers carrying it. Maybe you meant 68 pounds (some 32 kilogramns)?",0
"  ==French baroque composers== Hello, I am Gérard and i read your to-do list. I am specialized in french baroque music - particularly for harpsichord and organ. I have written quite a lot of bios of french baroque composers for the french Wiki and my purpose is to translate them to english. Ot will be necessary to check them, because english is not my mother language, as you probably will notice. Could you help me ? Thanks. Gérard ",0
"  Someone has re-instated the link to the petition. This petition is to change the flag; it is promoting a particular point-of-view. Unless a link to a petition for keeping the current flag is added then the Wikipedia NPOV rule is broken. Please insert a link to such a petition (if one exists), otherwise I suggest you remove the current link. ",0
"   == Ross Perot and the Reform Party ==  I edited to include Ross Perot because his candidacy everywhere was talked about as appealing to the 'radical middle' (in the press even). He said he was a social moderate and fiscal conservative, but his general tone was of centrismwhich is why for years after 'swing voters'/centrist voters/independents were called 'Perot voters'. On most issues he came to compromises between Democrats and Republicans with hard solutions. For instance he said both tax cuts and tax increases were needed. He also felt that partisanship and gridlock between the parties caused most problems, including incessant debates on social issues like abortion. But he promoted issues that appealed to the center (that weren't just plain 'centrist' but pro-active positions that at that time hadn't been talked about much before) like balanced budgets, campaign finance reform, referendums, term limits, etc.  The Reform Party was based on this platform and was radically centristmembers even called themselves 'centrist'. People in the party felt there were definite issues that needed to be solved, and the two major parties had to be challenged to solve them, with the creation of a new party. Today, many might say the party has a chink in this line of thought, because after Pat Buchanan and his supporters entered the party in the 2000 election, hard stances on immigration started to enter party platforms.  Which is somewhat right-but even still it doesn't compromise on the idea. I read Noam Chomsky once wrote that in America the groups on the fringes of politicslike Nader on the left, Buchanan on the right, and Perot in the center, agreed substantially on their significant issuesand he proposed that they joined together in a pretzel to form the 'radical middle'. A radical 'centrist' is an uneasy concept, since politics always changes and what will be moderate will change. The idea here though is that there is a growing set of issues that is not shared by left or right parties (fair trade, campaign finance reform, balanced budgets). That those who support these issues also carry different baggage of their own, tied to left-right positions, like Buchanan with abortion or immigration, should be expected.  If you're talking about John McCain, he plays to many of these positions (but is still free trade). But he's usually still what you might call a 'sensible' centrist and usually falls on the right, where he is. I was in the Reform Party (i think my analysis is accurate so don't bring up the bias), and many members hated McCain because he was a 'false reformer'-for instance his McCain-Feingold act made it even harder for third parties, while not doing anything substantial for reform. The sentiment was that he was just taking advantage of the issues for his public image. If you even listen to his speeches on reform he gives no substance just uses the phrase 'special interests' liberally.  From what I know about UK politics, Tony Blair looks more like Clintonesque centrism (which is purely political) than anything else.   ",0
 that will substantiate your claim that the Iraq Liberation Act was a violation of international law,0
  ::::: Application of the UN Charter to the Iraq Liberation Act is original research.  ,0
"  :I am just interested in contributing to a subject in which I have accurate, detailed, and correct information. If you like to paint a rosy and romantic picutre of Bahaism, and certain facts ruin this picture for you, don't blame those who state the facts. In other words, don't shoot the messenger. I am simply stating some facts. Also, going to multiple people's personal pages and knocking on every door trying to portray me as some sort of evil character just because I have contributed FACTS AND CORRECT INFORMATION to Bahai-related articles, is not a good idea, there are good chances that it will backfire on you. Is there any misinformation that I included in any of the articles?  Is the picture that I uploaded not authentic?  What is your problem with my contributions other than the fact that I do not have a long list of variegated contributions?  ",0
"  That would be a good idea, this way I could check to see if Anon is placing more cw material into the article. But I would have to insist that all current info be erased due to all the cw violations.  ",0
"As I indicated on the other talk page for the election, I will take down any thing I want to from my our talk page, whenever I choose toespecially if the material that I remove is abusive.   ",0
"  == Triggerhappiness == Hello.  Congratulations on your Adminship.  I know that most people who become Admins like to display good administrator qualities to their peers, and this can, at times, result in triggerhappiness.  I believe your quick page protection reaction on the Bahá'í Faith page is one such case.  Please unprotect the page, so that I can incorporate both the new contributions of the other guy as well as include the photo of the prophet of that religion in the article.  Thanks.   ",0
"  ::OK, will do.  Thanks for unprotecting it.  I will try to reason with them in the discussion page.  It seems they are a group and they think Wikipedia was created as a medium for promotion of Bahaism.  But anyway, we'll work it out somehow.  Thanks.   ",0
"`  ``made famous for the second voyage she made with Charles Darwin aboard.`` Does this mean that it was the second voyage with Charles Darwin, or it's second voyage total? Ambiguous!`",0
  ==Jean Lacouture thankfull for the corrections?==  After reading the the New York Review of Books article that this was taken from I think that someone admires Chomsky too much and is now using Chomskyesque techniques for sourcing. Please read the article by Lacouture and discuss. The impression I got from reading it is not what is presented in this article.  ,0
" Jan 2005 (UTC)  ::Generally, I don't acknowledge the comments of someone who goes out of his/her way to talk down to me.  Suffice it to say that the burden of proof is on you and the Democrats to prove that the Grand Kleagle is NOT a racist pig of a Senator.  He was the one who choose to join the Klan, it was he that choose to recruit new members to the cross-burning organization.  It was NOT me that made him do those things.  It was him that wrote several articles defending the Klan after he supposedly left it.  It was him that as recently as 2001 was throwing around the n-word.  He is the racist, not me.  You have chosen to use your time and effort to defend the racist.  You need to look inside you for your personal motivation on why you feel that you must defend the racist.  The section of the article defending the Kleagle is indefensible.  Look at Trent Lott's bio.  There is no Republican writing an apology for Lott's comments.  Why do you feel the need to defend the Kleagle?  Oh, by the way, I can't believe that I even responded to you.  I only responded because you are fellow Jayhawk, but I normally would not respond to comments of your tone.  I will continue to remove and edit any untrue information that you place in an article also.  Only 13 Senators voted against Rice.  That is 13% of the Senators.  That is not a large segment of the societyno matter how hard you try to make people believe that it is.  The one African-American Senator did not vote against her.  Only the most partisan Democrats voted against her.- 01:19, 31",0
"`  == US emissions description is totally contentless now. ==  The US section is total nihil. It is nothing more than a circular self-referencing system of cryptic abbreviations, without absolutely any kind of numerical data to back it up! I guess you do not understand? Well, based on the wikipedia info a US ``partial zero emissions vehicle`` could either be a bicycle (where the only emission is the cyclist's fart, to be rude) or a modified Hummer H1 SUV having an 1000 bhp Kenworth truck engine. There is no numerical info on the page to let us decide which is the case.  Any person could create a system of circularly self-referencing acronyms and abbreviations for emissions categories out of thin air. Yet, it would still be zero information content. So either delete the US emissions section or add the numerical data (how many grams of CO2, NOx, SOx, unburnt fuel, particle charcoal matter are emitted per distance travelled) to back up those cryptic PZEV and alike codes with verifieable information.  Look at the Euro-X standard descriptions. Each one is just a single sentence and it tells us the truth frankly. Weight and numbers, nothing else matters. Acronyms are PR bullshit and do not belong to an ecyclopaedia.  It is a shame US people do not dare to face the polluting nature of their monster cars and try to hide the sad ``20mpg`` reality behind cryptic PZEV and similar abbreviations. In Europe 65mpg is reality now.  Regards: Tamas Feher from Hungary ``etomcat@freemail.hu```",0
"   * Freedom will and must prevail, your tyranny will come to an end, Nicholas. It's looking increasingly likely that blood alone is all that can wash away your sins",0
 #Not encyclopedic  TMI. There's a difference between feeling we should have an article on George Bush and a list of everything he's eaten for breakfast for the last six months.  ,0
" ***Well, as far as VfD's go on those kinds of groups, you can count me an ally.  One of Wikipedia's strengths, I think, is that it serves as a respository for underground and pop culture  there've been several times when I've come here looking to understand some term or phenomenon and been rewarded.  But there is a lot of crap that floats around in the stream, so to speak, that I am always ready to get rid of.  Fancruft.  Corporate drek.  Isn't it funny what a small world it is??  You know Byter is still running around out there.  I haven't emailed him in, God, probably a couple of years, I don't even remember what it is anymore, but he is still active on the MUD called Ancient Anguish, under his old handle.  Whenever I have an urge that's usually how I get ahold of him.  Also just read your iCE interview  I knew Honus Wagner as well.  I am from Houston originally and I started my first warez BBS there.  Unfortunately I have no idea where he is these days.   ",0
  Yeah that true. There will always be debates about whether a show or shows has ever jumped or not. It doesn't bother me that the list is gone.,0
"  == Plagiarism ==  I have noticed that parts of the first paragraph have been copied verbatim from the book The Vegetable & Herb Expert by Dr D.G.Hessayon (ISBN 0-903-50546-0).  The part that I noticed was exactly the same was the third paragraph of the introduction. The rest of the introduction is clearly paraphrasing the passage from the book.  I'm new to this and so I'm not sure what needs to be done. It seems a shame to delete manifestly interesting and useful information, but on the other hand it is passing off Dr Hessayon's work as original.  Any suggestions? ",0
"  == The List of Danish monarchs is the main page... ==  Nice to say I'm impolite, when it's not me going around and hunting IP addresses as somehow suspicious of vandalism by default.  Learn to think before you accuse!   ",0
" *Support, and the same for other images including autofellatio and goatse.   ",0
"  :According to dictionary.com, brouhaha a french onomatopoeia meant to imitate the sound of a crowd. ",0
"  ::::::I do not have the book here with me at the moment.  Is it a Wikipedia requirement to not only provide a book but also page number and chapter number, etc?  That would put enough burden and responsibility on volunteer contributors to not be able to controbute in a practical way.  That would be the kind of detail you would expect from a well-paid staff such as the major commercial or academic encyclopaedias have (and even in their case, I don't think they provide page numbers or greater details, they just mention the source).  At any rate, this book is academic, authentic and well-respected.  Naturally, it is deeply hated by its opponents.   ",0
"   ==Notability of Cardinals== As I noted on the article's talk page,I believe that it profoundly undermines the usefulness of the List of notable cardinals to treat every Cardinal with a Wikipedia article as qualified.By all means they should be in the Category:Cardinals but that doesn't mean they were particularly notable.This isn't a specific request to remove Corrado Cardinal Bafile,who was notable for his longevity if nothing else.But generally only those who held particularly important posts or otherwise had unusual influence for a Cardinal belong there,I think.Louis E./le@put.com/ ",0
  == more images ==  Images of limiting and clipping:       ,0
".  States have ratified or acceded to the Covenant (as at April 1999): Afghanistan, Albania, Angola, Algeria, Argentina, Armenia, Australia, Austria, Azerbaijan, Barbados, Belarus, Belgium, Belize, Benin, Bolivia, Bosnia and Herzegovina, Brazil, Bulgaria, Burkina Faso, Burundi, Cambodia, Cameroon, Canada, Cape Verde, Central African Republic, Chad, Chile, Colombia, Congo, Costa Rica, Cote d'Ivoire, Croatia, Cyprus, Czech Republic, Democratic People's Republic of Korea, Democratic Republic of the Congo, Denmark, Dominica, Dominican Republic, Ecuador, Egypt, El Salvador, Equatorial Guinea, Estonia, Ethiopia, Finland, France, Gabon, Gambia, Georgia, Germany, Greece, Grenada, Guatemala, Guinea, Guyana, Haiti, Honduras, Hungary, Iceland, India, Iran, Iraq, Ireland, Israel, Italy, Jamaica, Japan, Jordan.  Also Kenya, Kuwait, Kyrgyzstan, Latvia, Lebanon, Lesotho, Libya, Liechtenstein, Lithuania, Luxembourg, Madagascar, Malawi, Mali, Malta, Mauritius, Mexico, Monaco, Mongolia, Morocco, Mozambique, Namibia, Nepal, Netherlands, New Zealand, Nicaragua, Niger, Nigeria, Norway, Panama, Paraguay, Peru, Philippines, Poland, Portugal, Republic of Korea, Republic of Moldova, Romania, Russian Federation, Rwanda, Saint Vincent and the Grenadines, San Marino, Senegal, Seychelles, Sierra Leone, Slovakia, Slovenia, Somalia, South Africa, Spain, Sri Lanka, Sudan, Suriname, Sweden, Switzerland, Syria, Tajikistan, Thailand, The former Yugoslav Republic of Macedonia, Togo, Trinidad and Tobago, Tunisia, Turkmenistan, Uganda, Ukraine, United Kingdom, United Republic of Tanzania, United States, Uruguay, Uzbekistan, Venezuela, Viet Nam, Yemen, Yugoslavia, Zambia and Zimbabwe.",0
"`  == Some things to note about Stalin ==  1., Many and most photos of Stalin are either heavily doctored or even fake. He was known to aviod photographers because his face was ugly from heavy pitting and canker. He had a number of better-looking doubles (stand-ins) to serve in PR opportunities. He used to stand on high/remote pedestrals when must appear in public to avoid close scrunity.  2., It is a commonly held opinion in Eastern Europe (I think it is a fact) that Josif Dsugasvili was an ordinary highwayman by profession before he joined the revolutionaries. He used to rob trains with a grops of outlaws, forcing people to stand and deliver.  3., Isn't it strange the Stalin Wikipedia article does not include the word dictator / dictatorship (or anything that starts with dict*) at all according to IE's search? Political correctness should not run amok, especially considering this is english language Wikipedia and US people know very little about foreign relations and history by school education, so it is easy to indoctrinate them by ``kind ol' Uncle Joe`` babble. Or do you think only ancient roman leaders can be called a ``dictator`` per definitionem? Most of Stalin's actions were clearly outside the realm of politics (which means debate and negotiations vs. headshot) so calling him a politician is an offense to leaders who spent their entire life serving their nation and all of its citizens in accordance with the people's will.  4., Did Stalin murder his wife? Has this issue been settled conclusively?  5., Hungarian people depicted while expressing their most sincere sentiments towards dead Stalin by toppling and decorating his giant statue in Budapest during the 1956 revolution: ``http://www.sulinet.hu/eletestudomany/archiv/2000/0042/forr/1319-2..jpg``  Regards: Tamas Feher from Hungary ``etomcat@freemail.hu```",0
" Moved discussion to Talk:Sea level rise, and moved all references to sea level rise to sea level rise.  ( )  ",0
  the history list ayn working,0
"  I have never insulted anyone, but where is the evidence that this party is neo-liberal? There is controversy because you seem to be the only one who agrees that the party is in fact neoliberal. You hardly constitute a consensus on all things Liberal, when few users have challenged you on this. ",0
"  ==VVAW and WSI articles==  I really do not know what to say on this subject other than there is no possible outcome for these articles other than another edit war. The Anon is unable to be negotiated with, and does not like people making edits to what he views are his articles. I would also remind you that these two articles are full of plagiarized material and past instances have shown me that this user is extremely uncooperative in removing such material. I think the only solution is that the article is blanked and started over again. Articles have been blanked in the past for large scale plagarism and dont see how this is an exception.  ",0
"  :: First of all, who the fuck died and made you the god on what is and what is not plagiarism? It seems like a pretty clear cut case to me. If text from the article matches text found in another source word for word, then it seems fairly clear cut that it is plagiarized. I would also point out, again, for like the umpteenth fucking time, that this user has been using plagiarized material repeatedly and only takes it out after being beaten over the head with it. Secondly, don’t you fucking dare try and threaten me with what might and might not be said in arbitration. Finally, in case you were not aware or just did not care, an AOL IP cannot be blocked, so that is not any threat for the anon.  ",1
"`  == Hello ==  Sorry I didn't know what to say when you came by my profile recently to welcome me, but thanks.  Now, there's the matter of some dude calling me a Neo-Nazi and playing all these straw man fallacies.  I sternly objected to his ignorant McCarthyism but he has now gone and contacted RickK on his talk page and I don't know what'll happen.  Is this common, the ``witchfinder general`` blacklisting?  Does this happen to everybody at some point, on Wikipedia?  How do I avoid it?   `",0
` : An ``argument`` on the talk page is the mechanism for discussing and resolving NPOV concerns. Wikipedia quite explicitly has a policy against people flagging an article for NPOV and then refusing to discuss their concerns on the talk page; an NPOV notice can be removed from the article if you refuse to do so.  `,0
"`      I don't know who the other guy is, but of course I'm the anon guy. The admins (the real unbiased admins  unlike yourself) told me I ned to reg to be taken seriously with a complaint. The fact that you are much like a Nazi (you seem to think it's your right to spread false truths about the lib party, and your anti-gay adoption and marriage views speak volumes about the type of person you are). Not to mention you wasted time and effort to get ``some developer`` (who I'm sure shares your bigoted views) to find something ``out.``   Seeing as how you're more interested in propaganda than the rith, this post probably won't have a long shelf life. We know you like to spin the truth to ensure yourself and your party are seen in a positive light.   I hope  knows where you stand on these issues. -  `",0
"`   I don't know who the other guy is, but of course I'm the anon guy. The admins (the real unbiased admins unlike yourself) told me I ned to reg to be taken seriously with a complaint. The fact that you are much like a Nazi (you seem to think it's your right to spread false truths about the lib party, and your anti-gay adoption and marriage views speak volumes about the type of person you are). Not to mention you wasted time and effort to get ``some developer`` (who I'm sure shares your bigoted views) to find something ``out.``  Seeing as how you're more interested in propaganda than the truth, this post probably won't have a long shelf life. We know you like to spin the truth to ensure yourself and your party are seen in a positive light.  I hope Mark knows where you stand on these issues. - PSYCH `",0
"`  == POV ==  The FARC are just a guerrilla movement, it can't be named ``anti-democratic`` because of that.`",0
` :Same with ``Set - The Adversary`` -  `,0
Hey  Kerry is a loser and so is Gore.-   ,1
"Well, exccccuuussee MEEEE!  Not!  Look if you don't like it you don't have to read it.  Also, the original point of this discussion was a rumour placed on this particular Talk page about Rumsfeld.  So if you have anything useful to add to that discussion let's hear.  What information do you have???  Do you feel better that you lectured me?  I haven't changed one bit, but I was just wondering if it gave you some kind of feeling of power???  Look if you have anything, I mean anything at all constructive to add to the discussion about the rumour that started this thread then let's hear it.-   ",0
"Wait a minute.  I looked at your background and I see that you are French.  I sorry.  What's it like living in a former world power that is nothing but an impotent, second-rate country with an inferiority complex???  Wait don't tell me, from your comment I already know.  It tees you off that no one and I mean no one pays any damn attention to you any more, so much so that you have to buy Saddam's oil off of the black market and invade third world countries like the Ivory Coast and then lecture Americans.  But Americans do care!!!!  We just laugh at you.  Have Frog Day!!!   ",1
  : I attempted to provide as clear a view of the memo while removing the POV in it. What specificaly would you like clarified?  ,0
"  LOL; charles, you are a real fag aren't you? siding with chinks??  go fuck yourself, asswipe! we don't need no chinks in here.   FAG",1
"  WOW MIRV IS TEH protect THIS PAEG!!!  LOL, CHARLES/MIRV SEEMS TO BE A REAL FAG.   FUCKING ASSWIPE",1
"  == SHUT UP, FAG ==  LOL YOU WILL BAN ME HUH? OOH IM SHAKIN IM SHAKIN  FUCKING FAGGOT YOU NEED TO GO BACK TO HIGH SCHOOL  OR GET SOME FUCKING BRAINS  ASSWIPE!",1
"  == Thanks ==  For your hard work on wikipedia. Specifically, thanks for reverting the vandalism on my user page. -  ",0
"`  == Kechua logo ==  Hi Huhsunqu,  I have already created the Quechua logo but there is a problem.  Due to work overload, the ``developpers`` who activate these logos do not have so much time to do it. There is currently a long line of Wikipedias waiting for them to be activated: Afrikaans, Corsican, Limburgish, Quechua... I'm sure it will get done in due time though.   `",0
but the kilometer of text about the palestinian is not irrelevant to Iraq? are the palestinians Iraqi? why are so many people are so insistent on beautifying  dictators and oppressors living and operating in other countries except for America?  you call yourselves democrats?    ,0
"-please, I beg of you! from the rich supermarket of Saddam's atrocities, we have to concentrate on the most awful ones, not blur the focus with relative trivialities - and in any case, the people who removed this reference probably view Bush's assasination not wholly negatively (probably watched too many re-runs of Farenhype 9/11 and the propoganda got in their bloodstream till they see Bush's face in red street lights)   The most important cause for this war is his acts of genocide and pursuit of weapons of mass destruction. This is enough.  ",0
"` Feb 2005 (UTC)  :::::::::I would like to know how you earned the title to decide who is ``a serious conservative`` and who isn't?  Also, how is that relavant to whether something is NPOV or not?  I don't think your comment has anything to do with what is NPOV, but I am absolutely sure that your comment indicates that you are bias.  It doesn't matter if Byrd was a Kleagle 60 years ago or 50 years ago or if was a Kleagle in 2001 when he was talking about ``White N****.``  The fact that he was a Kleagle is the probably one of the most important aspects of his whole career.  He even admits that himself when he tells other potential Kleagles not to become Kleagles because the whole Kleagle thingeven if you are like Byrd and think the Kleagle thing is coolwill hurt you because guys like me (the supposedly UNserious conservative) will remind him of his Kleagle days every chance that I get.  Byrd was a Kleagle and that is one of the most important aspects of his whole career.  He even admits the fact that his Kleagle-ness has held him back to bigger and better things.  And don't argue that he didn't want bigger and better things than to be the head Kleagle from West Virginia.  He did run for the Presidency and the whole Kleagle surely couldn't have helped.  You like the guy, so you want to minimize the Kleagle thing, but it would NOT be NPOV because that's who Byrd is:  the oldest, highest ranking Kleagle still in politics.  Head Kleagle.  Grand Kleagle of the Senate.  El Demo Grande Kleagle. 03:24, 16`",0
" Feb 2005 (UTC)  So you prefer to silence me than hear the facts, then fine. You just keep giving me more evidence to use to prove your inherent political bias.   Oh, and Mediation has been sought over your political bias. Check the mediation page. -  07:02, 16",0
"  ==Ah What?==  You gotta girlfriend? The pedophile apologizer has a girlfriend now? Does she share your view on kids? Please, please promise the world one thing. You won't have any children please, will you?! ",1
"`::::::Whatever, my policy is that I think that it needs to be edited then I will edit it.  And I think that if someone wants to make a major edit then they need to come to this Talk page and explain themselves to me or I will edit it if it needs editingjust like you do all the time.  Also, I don't if you know if you know that you did NOT spell ``hypocrisy.``  Now, if this was the main article then I would edit your comments so that you could spell correctly.-   `",0
"  Rewritten the stub article.  Please help to expand it.  )  15:24, 2005 Feb 16 (UTC)",0
"`  P.S. I'm glad there were no palestinians involved in Europe in the second world war, or a description of one of them dropping his apple might have completely eclipsed the ``Holocaust`` entry.... I guess he just didn't come forward yet.   `",0
"-  As far as I know ancient Summerian and Babylonian writings conjecture that life might exist off Earth and indeed that aliens may have visted our planet. Seperating practical theorizing from mythologizing is of course difficult with ancient works. Anyhow, this places the idea of extraterrestrial life 3000 to 4000 yrs before the present day. Whether there were earlier theories I don't know. In other places where atronomy was independently invented (India, China etc.) its probably fair to assume that the idea of aliens must have arisen. Note that the five inner planets (excluding Earth) would all have appeared very unique to any society capable of looking at the stars systematically and would long have appeared good candidates for life.  ",0
I think tariffs are a good idea. They could eliminate outsourcing and improve our economy.,0
"  :I suggest you present a brief summary of your case @ Wikipedia:AMA_Requests_for_Assistance, making sure to include relevant links. ( |  | contributions) ",0
"`Since the mathematical pi is the best known, surely it should be second on the list, under the letter?  Is there some reason the movie gets ``π`` but the letter, number, and meson get ``pi``? Surely all four should just be wikified in a REAL-LINK|π form? (I don't know about chemists and pi bonds.)`",0
"`  *Actually, there is no vote for deletion right now. They  put an ``importance`` tag on it, but that's not a vfd. As for changing it to fit Wikipedia, the main thing is that right now the article on Wikipedia is essentially the exact same as the article on the website. The problem with that is that Wikipedia is not a ``mirror``. It's not there to be another housing for an article on a website. So basically, change the word order around or add more links or something to make the 2 articles fundamentally different.  `",0
"`: JEWS JEWS JEWS *graps forehead and begins rocking back and forth* JEWS JEWS JEWS!!!  If you haven't noticed, most 'aryans' are moderately liberal and more than likely wikipedia is administered by 'aryans' with liberal beliefs.  If you want to prove somebody wrong, then don't begin pointing fingers at invented scapegoats out of emotion, although I'd love to see whatever proof  you have that wikipedia is controlled by ``jews.``  Also please try asking random ``aryans`` in the next crowd you're in if they feel that ``miscegenation`` and censorship should be allowed.  You'd be charmed at the results, maybe.     `",0
", 19 Feb 2005 (UTC)  :::The article has been severely edited over the past few months in order to be less dependent on information coming from the WTA. However, since the WTA is one of the leading transhumanist organizations, I don't think 4 links are excessive.  16:47",0
 like Hanover and Saxe-Coburg-Gotha,0
"`  == Greebles ==  Hi, the ``greebles`` weren't computer generated nonsense figures, per se, but sets of stimuli created to form different ``races`` or ``kinds`` of greebles noticeable only by experts. Greebles themselves did not activate the fusiform in anyone, but only in Greeble experts. That was the significant finding, that the fusiform was activated in greeble experts, but little activation in novices.  Oh, and sorry about sounding too academic, I paraphrased lines from my honours thesis!`",0
"`Again I have to express disbelief that the zealous guardians of this article genuinly  believe it to be neutral, in its current form. Come out of the closet, do not be ashamed of your motives, admit you feel it is humanitarian and noble to defend Saddam being called ``A rising star in the revolutionary Ba'ath Party``, (mention for his trial as a war criminal and on what suspicions), while Arik Sharon is termed ``The Butcher of Beirut``, with every mention of the mere attempts for his trial as a war criminal all in the same Encycolpedia,   I am mystifieed for the moral ground here; justify them instead of hiding behind a procedural beurocracy.   Why is it so important to pretend neutrality? in 100 years, Israel shall be gone anyway but your earnest efforts to that end shall go uncredited and unrewarded.  Be proud of your motives, so that one day, you will be to tell your grandchildren by the fireplace, ``In my small way, I was part of that.``   or perhaps I am wrong after all; not humble care for the future- but mere cowardly mathematics, weighing the traditionally shorter lifespan afflicting   detractors of Iraqi leaders, compared to the relative safety and spoils of criticisizing Israeli figures?  And as to this: ``As far as I know, privilegied relationships with African or Middle-Eastern strong-man regimes is a trademark of the ``old Gaullist guard`` ...``  Is ``as far as I know`` sufficient for references? as far as I know, Jaques Chirac, President of France, was a prime supporter of Saddams nuclear enrichment project,  and not some anonymous old guard. why, here is an article with photo of the two civil rights champions in one of their favourite hangouts: a nuclear reactor. Ah the good happy days   Also as far as I (and CNN, but too bad they don't have Wikipedia block rights) know, Saddam ordered His Air force to Chemical bomb 60 Kurd Villages, which you continously block. Why is my as Far as I know not as good as your as far as you know?   CNN Report on Iraqi Kurds CNN Map    `",0
", before the Israelis had F-16s",0
       Hello my name is tester. This is only a test to see if this sample text data will be classified as an attack. I hope this works!,0
"`The whole ``Santana Lopes' leadership was made difficult by...`` paragraph is a mess. It's a clear apologetic approach of mr.Santana's performance as PM, non encyclopaedic and frankly it seems like the result of whiny supporters comming for the rescue of their beloved leader's page. What the hell are these non-encyclopaedic considerations about mr. Santana's politics and cunjuncture doing about in this page? Sure enough, they may be debatably true, but there's a lot more to the portuguese economic situation than just the apologetic ``the previous government had left the country’s economy in a poor state``-WTF is THAT?!! Consider deleting the whole thing, I really don't think it's salvageable. `",0
"`     From the Village pump:  ===Quote marks in article title?=== I have created an article for ``Live free or die`` - the delightfully quirky state motto of New Hampshire. The question is: Should the title have quotation marks in it?  I didn't put them in because it seemed weird, but since the title refers to the words as words rather than their meaning, maybe they should be there. I can't find other article titles that are phrases to act as guidelines, although that's probably just due to lack of imagination on my part. Any thoughts? -  15:04 27 May 2003 (UTC)  : It won't be an issue like that. You can't have double quotes in article titles. You can have single quotes in a title, but I wouldn't recommend it for this case, just the bare words. Furthermore, I would suggest having the actual article at State motto of New Hampshire, New Hampshire (motto), State motto (New Hampshire), or something like that, and Live free or die as a redirect to that.   15:10 27 May 2003 (UTC) :: P.S. Hmm, judging by the single blue link I now see above, it looks as though someone else has pre-emptively disagreed with me, though. ;)   15:12 27 May 2003 (UTC)  :::There is, it turns out, already a List of state mottos page. I linked to Live Free or die from there. I'm not enthusiastic about titling the article some variant of New Hampshire (motto), since nobody cares about state mottos as such - in this case people are vastly more likely to have heard the phrase and want to find out about it, and IMHO the article title should reflect that approach. But I'm not wedded to the idea, since a search on the phrase would find the article either way   15:25 27 May 2003 (UTC)  : See Wikipedia talk:Naming conventions (slogans), where some discussion/voting on the subject is under way. I recommend Live free or die, myself. `",0
 for information about people with reduced hearing ability. * Deaf culture for information about the deaf as a culture.  ,0
